/home/ubuntu/anaconda3/envs/pytorch0.4_py27/lib/python2.7/site-packages/matplotlib/__init__.py:1067: UserWarning: Duplicate key in file "/home/ubuntu/.config/matplotlib/matplotlibrc", line #2
  (fname, cnt))
/home/ubuntu/anaconda3/envs/pytorch0.4_py27/lib/python2.7/site-packages/matplotlib/__init__.py:1067: UserWarning: Duplicate key in file "/home/ubuntu/.config/matplotlib/matplotlibrc", line #3
  (fname, cnt))
/home/ubuntu/yupeng/CLEF_Updated/utils/CLEF.py:26: FutureWarning: set_value is deprecated and will be removed in a future release. Please use .at[] or .iat[] accessors instead
  self.clef.set_value(i, 'caption', caption.lower())
Namespace(batch_size=9, cap_con_train='./CaptionConceptTraining.csv', cap_con_valid='./CaptionConceptValidation.csv', image_root='/data/CaptionTraining2018', lr=0.001, num_concepts=111156, num_epochs=25, num_workers=1, shuffle=False, vocab_concept='./data/concept_voc.pkl', vocab_word_path='./utils/vocab.pkl')
use gpu!!!!!!!!!!!!!!!!!!!!!!!!!!!!
The number of captions before deletion: 199489
The number of captions after deletion: 199489
train_mil.py:36: UserWarning: invalid index of a 0-dim tensor. This will be an error in PyTorch 0.5. Use tensor.item() to convert a 0-dim tensor to a Python number
  total_step, loss.data[0],
train_mil.py:37: UserWarning: invalid index of a 0-dim tensor. This will be an error in PyTorch 0.5. Use tensor.item() to convert a 0-dim tensor to a Python number
  np.exp(loss.data[0]),
Epoch [0/25]: [0/22166], loss: 0.6955, perplexity: 2.0048, batch_f1: 0.0004
Epoch [1/25]: [22000/22166], loss: 0.0020, perplexity: 1.0020, batch_f1: 0.0043
Epoch [2/25]: [0/22166], loss: 0.0025, perplexity: 1.0025, batch_f1: 0.0062
Epoch [2/25]: [1000/22166], loss: 0.0019, perplexity: 1.0019, batch_f1: 0.0036
Epoch [2/25]: [2000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0057
Epoch [2/25]: [3000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0069
Epoch [2/25]: [4000/22166], loss: 0.0009, perplexity: 1.0009, batch_f1: 0.0028
Epoch [2/25]: [5000/22166], loss: 0.0022, perplexity: 1.0022, batch_f1: 0.0057
Epoch [2/25]: [6000/22166], loss: 0.0020, perplexity: 1.0020, batch_f1: 0.0052
Epoch [2/25]: [7000/22166], loss: 0.0022, perplexity: 1.0022, batch_f1: 0.0091
Epoch [2/25]: [8000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0064
Epoch [2/25]: [9000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0047
Epoch [2/25]: [10000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0052
Epoch [2/25]: [11000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0060
Epoch [2/25]: [12000/22166], loss: 0.0019, perplexity: 1.0019, batch_f1: 0.0087
Epoch [2/25]: [13000/22166], loss: 0.0024, perplexity: 1.0024, batch_f1: 0.0060
Epoch [2/25]: [14000/22166], loss: 0.0020, perplexity: 1.0020, batch_f1: 0.0055
Epoch [2/25]: [15000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0056
Epoch [2/25]: [16000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0050
Epoch [2/25]: [17000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0036
Epoch [2/25]: [18000/22166], loss: 0.0009, perplexity: 1.0009, batch_f1: 0.0033
Epoch [2/25]: [19000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0112
Epoch [2/25]: [20000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0040
Epoch [2/25]: [21000/22166], loss: 0.0011, perplexity: 1.0011, batch_f1: 0.0027
Epoch [2/25]: [22000/22166], loss: 0.0027, perplexity: 1.0027, batch_f1: 0.0114
Epoch [3/25]: [0/22166], loss: 0.0010, perplexity: 1.0010, batch_f1: 0.0035
Epoch [3/25]: [1000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0043
Epoch [3/25]: [2000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0047
Epoch [3/25]: [3000/22166], loss: 0.0021, perplexity: 1.0021, batch_f1: 0.0067
Epoch [3/25]: [4000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0039
Epoch [3/25]: [5000/22166], loss: 0.0023, perplexity: 1.0023, batch_f1: 0.0062
Epoch [3/25]: [6000/22166], loss: 0.0020, perplexity: 1.0020, batch_f1: 0.0058
Epoch [3/25]: [7000/22166], loss: 0.0010, perplexity: 1.0010, batch_f1: 0.0028
Epoch [3/25]: [8000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0037
Epoch [3/25]: [9000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0044
Epoch [3/25]: [10000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0048
Epoch [3/25]: [11000/22166], loss: 0.0021, perplexity: 1.0021, batch_f1: 0.0062
Epoch [3/25]: [12000/22166], loss: 0.0024, perplexity: 1.0024, batch_f1: 0.0066
Epoch [3/25]: [13000/22166], loss: 0.0021, perplexity: 1.0021, batch_f1: 0.0083
Epoch [3/25]: [14000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0044
Epoch [3/25]: [15000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0052
Epoch [3/25]: [16000/22166], loss: 0.0019, perplexity: 1.0019, batch_f1: 0.0060
Epoch [3/25]: [17000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0037
Epoch [3/25]: [18000/22166], loss: 0.0020, perplexity: 1.0020, batch_f1: 0.0069
Epoch [3/25]: [19000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0055
Epoch [3/25]: [20000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0033
Epoch [3/25]: [21000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0037
Epoch [3/25]: [22000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0060
Epoch [4/25]: [0/22166], loss: 0.0019, perplexity: 1.0019, batch_f1: 0.0093
Epoch [4/25]: [1000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0042
Epoch [4/25]: [2000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0057
Epoch [4/25]: [3000/22166], loss: 0.0022, perplexity: 1.0022, batch_f1: 0.0094
Epoch [4/25]: [4000/22166], loss: 0.0026, perplexity: 1.0026, batch_f1: 0.0050
Epoch [4/25]: [5000/22166], loss: 0.0011, perplexity: 1.0011, batch_f1: 0.0025
Epoch [4/25]: [6000/22166], loss: 0.0019, perplexity: 1.0019, batch_f1: 0.0057
Epoch [4/25]: [7000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0052
Epoch [4/25]: [8000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0052
Epoch [4/25]: [9000/22166], loss: 0.0021, perplexity: 1.0021, batch_f1: 0.0075
Epoch [4/25]: [10000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0038
Epoch [4/25]: [11000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0074
Epoch [4/25]: [12000/22166], loss: 0.0021, perplexity: 1.0021, batch_f1: 0.0063
Epoch [4/25]: [13000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0051
Epoch [4/25]: [14000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0045
Epoch [4/25]: [15000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0059
Epoch [4/25]: [16000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0040
Epoch [4/25]: [17000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0048
Epoch [4/25]: [18000/22166], loss: 0.0020, perplexity: 1.0020, batch_f1: 0.0081
Epoch [4/25]: [19000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0054
Epoch [4/25]: [20000/22166], loss: 0.0021, perplexity: 1.0021, batch_f1: 0.0075
Epoch [4/25]: [21000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0046
Epoch [4/25]: [22000/22166], loss: 0.0021, perplexity: 1.0021, batch_f1: 0.0093
Epoch [5/25]: [0/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0048
Epoch [5/25]: [1000/22166], loss: 0.0021, perplexity: 1.0021, batch_f1: 0.0072
Epoch [5/25]: [2000/22166], loss: 0.0028, perplexity: 1.0028, batch_f1: 0.0103
Epoch [5/25]: [3000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0084
Epoch [5/25]: [4000/22166], loss: 0.0021, perplexity: 1.0021, batch_f1: 0.0050
Epoch [5/25]: [5000/22166], loss: 0.0019, perplexity: 1.0019, batch_f1: 0.0062
Epoch [5/25]: [6000/22166], loss: 0.0027, perplexity: 1.0027, batch_f1: 0.0080
Epoch [5/25]: [7000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0088
Epoch [5/25]: [8000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0050
Epoch [5/25]: [9000/22166], loss: 0.0023, perplexity: 1.0023, batch_f1: 0.0051
Epoch [5/25]: [10000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0049
Epoch [5/25]: [11000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0055
Epoch [5/25]: [12000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0055
Epoch [5/25]: [13000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0060
Epoch [5/25]: [14000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0068
Epoch [5/25]: [15000/22166], loss: 0.0021, perplexity: 1.0021, batch_f1: 0.0077
Epoch [5/25]: [16000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0064
Epoch [5/25]: [17000/22166], loss: 0.0024, perplexity: 1.0024, batch_f1: 0.0078
Epoch [5/25]: [18000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0038
Epoch [5/25]: [19000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0062
Epoch [5/25]: [20000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0062
Epoch [5/25]: [21000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0052
Epoch [5/25]: [22000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0051
Epoch [6/25]: [0/22166], loss: 0.0024, perplexity: 1.0024, batch_f1: 0.0083
Epoch [6/25]: [1000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0045
Epoch [6/25]: [2000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0043
Epoch [6/25]: [3000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0045
Epoch [6/25]: [4000/22166], loss: 0.0028, perplexity: 1.0028, batch_f1: 0.0064
Epoch [6/25]: [5000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0067
Epoch [6/25]: [6000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0047
Epoch [6/25]: [7000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0056
Epoch [6/25]: [8000/22166], loss: 0.0021, perplexity: 1.0021, batch_f1: 0.0064
Epoch [6/25]: [9000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0046
Epoch [6/25]: [10000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0049
Epoch [6/25]: [11000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0055
Epoch [6/25]: [12000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0035
Epoch [6/25]: [13000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0049
Epoch [6/25]: [14000/22166], loss: 0.0026, perplexity: 1.0026, batch_f1: 0.0082
Epoch [6/25]: [15000/22166], loss: 0.0019, perplexity: 1.0019, batch_f1: 0.0062
Epoch [6/25]: [16000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0042
Epoch [6/25]: [17000/22166], loss: 0.0025, perplexity: 1.0025, batch_f1: 0.0089
Epoch [6/25]: [18000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0029
Epoch [6/25]: [19000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0049
Epoch [6/25]: [20000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0051
Epoch [6/25]: [21000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0045
Epoch [6/25]: [22000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0052
Epoch [7/25]: [0/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0042
Epoch [7/25]: [1000/22166], loss: 0.0037, perplexity: 1.0037, batch_f1: 0.0120
Epoch [7/25]: [2000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0048
Epoch [7/25]: [3000/22166], loss: 0.0011, perplexity: 1.0011, batch_f1: 0.0048
Epoch [7/25]: [4000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0124
Epoch [7/25]: [5000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0046
Epoch [7/25]: [6000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0062
Epoch [7/25]: [7000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0068
Epoch [7/25]: [8000/22166], loss: 0.0011, perplexity: 1.0011, batch_f1: 0.0049
Epoch [7/25]: [9000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0057
Epoch [7/25]: [10000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0045
Epoch [7/25]: [11000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0051
Epoch [7/25]: [12000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0028
Epoch [7/25]: [13000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0063
Epoch [7/25]: [14000/22166], loss: 0.0010, perplexity: 1.0010, batch_f1: 0.0052
Epoch [7/25]: [15000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0076
Epoch [7/25]: [16000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0048
Epoch [7/25]: [17000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0055
Epoch [7/25]: [18000/22166], loss: 0.0011, perplexity: 1.0011, batch_f1: 0.0030
Epoch [7/25]: [19000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0054
Epoch [7/25]: [20000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0055
Epoch [7/25]: [21000/22166], loss: 0.0010, perplexity: 1.0010, batch_f1: 0.0038
Epoch [7/25]: [22000/22166], loss: 0.0031, perplexity: 1.0031, batch_f1: 0.0118
Epoch [8/25]: [0/22166], loss: 0.0022, perplexity: 1.0022, batch_f1: 0.0078
Epoch [8/25]: [1000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0057
Epoch [8/25]: [2000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0064
Epoch [8/25]: [3000/22166], loss: 0.0020, perplexity: 1.0020, batch_f1: 0.0090
Epoch [8/25]: [4000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0053
Epoch [8/25]: [5000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0031
Epoch [8/25]: [6000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0306
Epoch [8/25]: [7000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0046
Epoch [8/25]: [8000/22166], loss: 0.0021, perplexity: 1.0021, batch_f1: 0.0082
Epoch [8/25]: [9000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0066
Epoch [8/25]: [10000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0081
Epoch [8/25]: [11000/22166], loss: 0.0022, perplexity: 1.0022, batch_f1: 0.0097
Epoch [8/25]: [12000/22166], loss: 0.0020, perplexity: 1.0020, batch_f1: 0.0040
Epoch [8/25]: [13000/22166], loss: 0.0024, perplexity: 1.0025, batch_f1: 0.0077
Epoch [8/25]: [14000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0043
Epoch [8/25]: [15000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0042
Epoch [8/25]: [16000/22166], loss: 0.0029, perplexity: 1.0029, batch_f1: 0.0123
Epoch [8/25]: [17000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0085
Epoch [8/25]: [18000/22166], loss: 0.0023, perplexity: 1.0023, batch_f1: 0.0088
Epoch [8/25]: [19000/22166], loss: 0.0009, perplexity: 1.0009, batch_f1: 0.0054
Epoch [8/25]: [20000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0063
Epoch [8/25]: [21000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0039
Epoch [8/25]: [22000/22166], loss: 0.0022, perplexity: 1.0022, batch_f1: 0.0078
Epoch [9/25]: [0/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0052
Epoch [9/25]: [1000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0043
Epoch [9/25]: [2000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0062
Epoch [9/25]: [3000/22166], loss: 0.0010, perplexity: 1.0010, batch_f1: 0.0024
Epoch [9/25]: [4000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0050
Epoch [9/25]: [5000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0074
Epoch [9/25]: [6000/22166], loss: 0.0022, perplexity: 1.0022, batch_f1: 0.0090
Epoch [9/25]: [7000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0079
Epoch [9/25]: [8000/22166], loss: 0.0011, perplexity: 1.0011, batch_f1: 0.0037
Epoch [9/25]: [9000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0031
Epoch [9/25]: [10000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0041
Epoch [9/25]: [11000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0071
Epoch [9/25]: [12000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0068
Epoch [9/25]: [13000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0049
Epoch [9/25]: [14000/22166], loss: 0.0022, perplexity: 1.0022, batch_f1: 0.0063
Epoch [9/25]: [15000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0047
Epoch [9/25]: [16000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0042
Epoch [9/25]: [17000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0034
Epoch [9/25]: [18000/22166], loss: 0.0020, perplexity: 1.0020, batch_f1: 0.0059
Epoch [9/25]: [19000/22166], loss: 0.0026, perplexity: 1.0026, batch_f1: 0.0089
Epoch [9/25]: [20000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0067
Epoch [9/25]: [21000/22166], loss: 0.0016, perplexity: 1.0016, batch_f1: 0.0076
Epoch [9/25]: [22000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0047
Epoch [10/25]: [0/22166], loss: 0.0029, perplexity: 1.0029, batch_f1: 0.0067
Epoch [10/25]: [1000/22166], loss: 0.0024, perplexity: 1.0024, batch_f1: 0.0068
Epoch [10/25]: [2000/22166], loss: 0.0009, perplexity: 1.0009, batch_f1: 0.0076
Epoch [10/25]: [3000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0032
Epoch [10/25]: [4000/22166], loss: 0.0019, perplexity: 1.0019, batch_f1: 0.0074
Epoch [10/25]: [5000/22166], loss: 0.0010, perplexity: 1.0010, batch_f1: 0.0025
Epoch [10/25]: [6000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0068
Epoch [10/25]: [7000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0042
Epoch [10/25]: [8000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0052
Epoch [10/25]: [9000/22166], loss: 0.0022, perplexity: 1.0022, batch_f1: 0.0063
Epoch [10/25]: [10000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0068
Epoch [10/25]: [11000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0038
Epoch [10/25]: [12000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0086
Epoch [10/25]: [13000/22166], loss: 0.0019, perplexity: 1.0019, batch_f1: 0.0117
Epoch [10/25]: [14000/22166], loss: 0.0010, perplexity: 1.0010, batch_f1: 0.0035
Epoch [10/25]: [15000/22166], loss: 0.0014, perplexity: 1.0014, batch_f1: 0.0042
Epoch [10/25]: [16000/22166], loss: 0.0024, perplexity: 1.0024, batch_f1: 0.0073
Epoch [10/25]: [17000/22166], loss: 0.0013, perplexity: 1.0013, batch_f1: 0.0034
Epoch [10/25]: [18000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0074
Epoch [10/25]: [19000/22166], loss: 0.0022, perplexity: 1.0022, batch_f1: 0.0089
Epoch [10/25]: [20000/22166], loss: 0.0017, perplexity: 1.0017, batch_f1: 0.0038
Epoch [10/25]: [21000/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0103
Epoch [10/25]: [22000/22166], loss: 0.0012, perplexity: 1.0012, batch_f1: 0.0043
Epoch [11/25]: [0/22166], loss: 0.0015, perplexity: 1.0015, batch_f1: 0.0067
Epoch [11/25]: [1000/22166], loss: 0.0018, perplexity: 1.0018, batch_f1: 0.0056
